Montréal	539506685	0.00128673964658
Montréal	1610261434	0.00122601986823
Montréal	-2140358908	0.00121062647343
Montréal	1121360797	0.00120059783884
Montréal	-1870940473	0.00118879988824
Montréal	-851522099	0.00117921048177
Montréal	1167895846	0.001145750295
Montréal	1325186367	0.00114422609729
Montréal	794702319	0.00112883225802
Montréal	-623020867	0.00112797023528
Montréal	1954960335	0.00112739949004
Montréal	-2061892248	0.00112693509901
Montréal	1271734564	0.00111895180117
Montréal	93022863	0.00110938125541
Montréal	-1987202691	0.00110843319208
Montréal	-866227009	0.00110836740163
Montréal	1736901538	0.00110836740163
Montréal	-1233894843	0.00110429077664
Montréal	1437713146	0.00110376234871
Montréal	-1566213600	0.00109930585894
Montréal	1646568106	0.00109923924346
Montréal	1277276308	0.00109728258354
Montréal	2119143349	0.00109605939926
Montréal	-374188664	0.00109566098867
Montréal	666207871	0.00109407414985
Montréal	-105591859	0.00109081884953
Montréal	1551381596	0.00108942063424
Montréal	914431298	0.00108929279641
Montréal	-681833900	0.00108929279641
Montréal	151820838	0.00108929279641
Montréal	429122630	0.00108593674569
Montréal	1181377344	0.00108407796146
Montréal	1144653019	0.00108391838997
Montréal	-1341266255	0.00106997232679
Montréal	1785055859	0.00105105368028
Montréal	1541682982	0.00105084708741
Montréal	953752778	0.00104707955907
Montréal	-461073002	0.00103957369656
Montréal	-1188012418	0.00103605162506
Montréal	-495694006	0.00103417765985
Montréal	752848562	0.00103370284696
Montréal	1601360870	0.00102885775426
Montréal	-1805713252	0.00102880571058
Montréal	-1385215009	0.00102875729973
Montréal	-1755992341	0.00102514539559
Montréal	1012235262	0.00102502186321
Montréal	-652235434	0.00101207243282
Montréal	2129527129	0.00100993236288
Montréal	1418264087	0.00100863379115
Montréal	-1293925392	0.00100509718099
Montréal	1555286074	0.00100358714353
Montréal	-941898359	0.00099866491484
Montréal	-1021910701	0.000997267432514
Montréal	676171787	0.000994506694305
Montréal	40838885	0.000992930698235
Montréal	-663557699	0.000992447160396
Montréal	-1827475880	0.000991895541278
Montréal	-1096194911	0.00099131229063
Montréal	1733964808	0.000987132722237
Montréal	-1575450151	0.000986769190452
Montréal	-41626968	0.000985355243118
Montréal	421630466	0.000984613595177
Montréal	-1094065152	0.000984262982126
Montréal	-803225391	0.000977986462139
Montréal	-741983231	0.00097544160713
Montréal	-362787454	0.000974992733088
Montréal	-361220400	0.000972736627545
Montréal	-1289232262	0.000966523559716
Montréal	-1649018982	0.000965121100748
Montréal	-1136749793	0.00096479702759
Montréal	-642025232	0.000964584731673
Montréal	-763655504	0.000964321047087
Montréal	128859580	0.000962949455892
Montréal	703127782	0.000961802006812
Montréal	-1639800374	0.000961423179242
Montréal	1913814800	0.000960950793446
Montréal	-324166544	0.000960596921113
Montréal	2025557536	0.000957755838755
Montréal	-842428857	0.000953297070139
Montréal	-89807318	0.000952345097949
Montréal	-1474530622	0.000951850615937
Montréal	156700720	0.000951489814599
Montréal	1669528491	0.00095075090037
Montréal	-1132533675	0.00094919103087
Montréal	528802593	0.000947012780276
Montréal	-639914127	0.000945395835955
Montréal	-1763929316	0.00094534632979
Montréal	-1023282612	0.000943965446085
Montréal	-454630550	0.000943829984503
Montréal	-1979757157	0.00094351611311
Montréal	-1447969768	0.000941720592739
Montréal	-1110623673	0.000940075676951
Montréal	82145810	0.000938648857295
Montréal	-1450321345	0.000937695496844
Montréal	-1672190559	0.000933725179257
Montréal	1882817354	0.000933530539681
Montréal	-1238377670	0.000932514036153
Montréal	1912668265	0.000932023633789
Montréal	-1213740186	0.000928748352632
Montréal	-1422937704	0.000928666283025
